student_id,gender,year,platform_preference,daily_screen_time_hrs,study_hours,sleep_hours,attendance_pct,assignment_completion_pct,exam_score,cgpa,screen_time_group,at_risk
S00262,Female,4th Year,Instagram,5.37,2.59,7.55,92.9,69.5,68.5,8.94,4-6h,0
S00263,Male,2nd Year,Instagram,0.5,5.04,9.36,89.4,95.4,83.6,10.0,<2h,0
S00264,Male,1st Year,Instagram,3.25,2.97,5.95,90.8,76.7,73.6,9.81,2-4h,0
S00265,Other,1st Year,WhatsApp,4.94,3.01,7.97,79.7,63.7,61.0,8.45,4-6h,0
S00266,Male,4th Year,Instagram,2.75,4.23,8.96,89.7,99.8,84.4,9.75,2-4h,0
S00267,Male,3rd Year,Instagram,9.09,2.79,4.15,81.4,62.6,62.8,8.88,8h+,0
S00268,Male,1st Year,TikTok,2.35,0.57,7.89,98.5,62.9,67.1,9.27,2-4h,0
S00269,Other,1st Year,TikTok,4.53,1.49,6.49,95.8,77.6,58.6,9.13,4-6h,0
S00270,Other,4th Year,Instagram,5.79,4.34,6.85,89.6,68.9,73.9,9.37,4-6h,0
S00271,Female,3rd Year,Snapchat,8.67,2.23,6.98,77.6,74.4,50.9,8.86,8h+,0
S00272,Female,2nd Year,Snapchat,2.34,2.78,6.84,96.2,67.2,80.0,8.87,2-4h,0
S00273,Male,3rd Year,Instagram,8.06,0.5,5.74,81.0,68.4,47.7,7.5,8h+,1
S00274,Other,3rd Year,YouTube,5.52,1.38,7.04,74.2,65.8,67.7,8.51,4-6h,0
S00275,Male,4th Year,WhatsApp,3.34,0.36,5.91,83.6,75.4,65.3,7.74,2-4h,1
S00276,Male,3rd Year,Snapchat,6.52,2.67,5.44,84.6,81.5,61.1,9.14,6-8h,0
S00277,Male,4th Year,TikTok,5.94,2.02,7.82,93.6,56.3,70.8,9.27,4-6h,0
S00278,Female,2nd Year,Instagram,4.18,1.79,5.7,84.7,78.0,60.8,8.58,4-6h,0
S00279,Female,1st Year,YouTube,5.65,2.87,7.84,72.7,57.2,64.9,8.65,4-6h,0
S00280,Male,1st Year,TikTok,4.65,3.7,7.73,86.6,64.3,72.2,9.12,4-6h,0
S00281,Other,4th Year,Instagram,5.75,6.09,4.72,85.8,71.5,82.9,9.34,4-6h,0
S00282,Male,4th Year,YouTube,6.96,0.47,5.9,85.1,62.9,60.7,8.31,6-8h,1
S00283,Male,3rd Year,TikTok,8.99,4.11,8.03,90.0,66.4,73.9,9.02,8h+,0
S00284,Male,3rd Year,YouTube,2.78,4.95,6.13,98.5,78.5,90.5,9.57,2-4h,0
S00285,Female,1st Year,Snapchat,10.19,0.99,5.69,73.4,55.8,49.7,8.22,8h+,1
S00286,Female,1st Year,Twitter/X,1.21,4.08,8.24,84.0,84.8,86.3,9.79,<2h,0
S00287,Male,1st Year,YouTube,5.17,2.37,8.07,75.0,73.2,57.6,8.55,4-6h,0
S00288,Female,4th Year,Snapchat,6.79,3.05,6.48,90.4,75.7,76.7,9.33,6-8h,0
S00289,Male,2nd Year,Instagram,6.12,5.15,6.13,98.7,89.0,90.1,8.76,6-8h,0
S00290,Female,2nd Year,Snapchat,4.13,4.15,9.05,83.5,74.9,77.2,9.3,4-6h,0
S00291,Other,4th Year,Instagram,5.04,3.85,9.33,83.1,68.3,73.4,9.58,4-6h,0
S00292,Male,3rd Year,Instagram,4.42,2.55,8.44,100.0,74.6,78.5,8.86,4-6h,0
S00293,Female,2nd Year,TikTok,4.2,1.01,7.31,91.6,56.3,67.4,8.87,4-6h,0
S00294,Female,3rd Year,YouTube,7.37,2.35,5.67,87.1,58.4,58.8,8.78,6-8h,0
S00295,Male,1st Year,Twitter/X,6.29,4.67,5.8,72.1,80.7,60.8,8.59,6-8h,0
S00296,Female,1st Year,YouTube,3.98,0.98,7.91,93.6,64.8,67.8,8.82,2-4h,0
S00297,Female,3rd Year,YouTube,7.48,1.06,7.25,73.3,50.1,55.5,8.2,6-8h,1
S00298,Male,1st Year,TikTok,6.18,3.07,8.72,72.8,56.2,70.2,8.56,6-8h,0
S00299,Male,4th Year,YouTube,7.29,1.2,7.58,79.4,60.9,57.6,9.3,6-8h,0
S00300,Male,3rd Year,YouTube,6.89,1.56,4.84,77.5,71.4,51.6,8.03,6-8h,1
S00301,Female,3rd Year,TikTok,3.68,2.69,8.64,85.0,80.5,78.7,9.51,2-4h,0
S00302,Female,3rd Year,Snapchat,4.27,1.17,5.89,72.1,66.7,57.1,8.36,4-6h,0
S00303,Female,2nd Year,Twitter/X,7.14,1.24,6.25,92.6,76.9,55.2,8.02,6-8h,1
S00304,Male,3rd Year,WhatsApp,6.84,3.81,7.12,94.7,68.3,71.0,9.08,6-8h,0
S00305,Male,3rd Year,Instagram,5.45,1.05,9.6,65.6,62.2,46.9,8.74,4-6h,0
S00306,Male,3rd Year,TikTok,5.76,0.56,10.0,94.5,40.8,62.7,9.02,4-6h,0
S00307,Female,2nd Year,YouTube,8.31,1.55,7.37,73.5,56.1,57.1,8.89,8h+,0
S00308,Other,1st Year,TikTok,4.2,4.33,6.96,95.1,82.3,81.6,10.0,4-6h,0
S00309,Female,2nd Year,YouTube,6.7,2.49,7.51,82.9,77.9,72.5,8.81,6-8h,0
S00310,Male,4th Year,WhatsApp,5.06,2.38,8.22,85.8,61.4,66.6,8.66,4-6h,0
S00311,Female,3rd Year,Snapchat,5.02,3.15,6.65,83.7,74.1,71.7,9.13,4-6h,0
S00312,Female,4th Year,WhatsApp,7.92,0.0,8.97,94.2,64.1,60.1,8.22,6-8h,1
S00313,Male,2nd Year,Snapchat,7.32,3.42,7.03,70.4,67.2,76.0,9.0,6-8h,0
S00314,Female,1st Year,Twitter/X,7.29,3.25,7.38,88.9,48.4,68.2,8.3,6-8h,1
S00315,Male,1st Year,Snapchat,8.37,1.87,7.43,92.6,62.5,53.8,9.43,8h+,0
S00316,Male,3rd Year,YouTube,5.55,4.5,7.54,92.1,79.6,82.7,9.62,4-6h,0
S00317,Male,1st Year,Instagram,7.0,1.04,7.87,100.0,52.9,73.2,7.89,6-8h,1
S00318,Male,2nd Year,YouTube,4.82,4.81,6.3,80.5,73.7,73.2,8.95,4-6h,0
S00319,Male,2nd Year,Instagram,6.21,3.1,6.17,93.7,58.9,73.5,9.2,6-8h,0
S00320,Male,1st Year,TikTok,5.21,2.55,5.61,84.3,47.7,71.6,9.22,4-6h,0
S00321,Male,3rd Year,TikTok,5.71,2.93,7.54,97.1,76.7,77.8,8.48,4-6h,0
S00322,Female,3rd Year,TikTok,6.81,2.6,7.82,83.4,65.5,65.1,8.97,6-8h,0
S00323,Other,2nd Year,WhatsApp,3.7,5.15,7.87,83.3,91.6,77.9,8.74,2-4h,0
S00324,Female,1st Year,Twitter/X,10.1,0.56,8.49,92.5,60.3,51.8,8.09,8h+,1
S00325,Male,2nd Year,Instagram,3.29,2.25,7.32,82.7,68.0,71.6,9.44,2-4h,0
S00326,Male,2nd Year,YouTube,2.83,5.04,8.27,74.1,79.3,86.6,9.3,2-4h,0
S00327,Male,4th Year,YouTube,8.05,1.65,5.2,76.8,65.0,53.7,7.63,8h+,1
S00328,Male,2nd Year,YouTube,7.24,4.04,6.24,89.1,76.8,67.0,8.98,6-8h,0
S00329,Female,3rd Year,Snapchat,6.87,5.3,7.7,97.3,76.1,83.7,9.08,6-8h,0
S00330,Female,1st Year,TikTok,6.88,2.15,7.9,84.5,72.9,67.7,8.86,6-8h,0
S00331,Female,1st Year,TikTok,5.47,4.03,6.62,98.2,69.9,78.3,8.83,4-6h,0
S00332,Female,4th Year,Twitter/X,3.53,1.62,7.2,73.8,60.6,57.7,8.46,2-4h,0
S00333,Male,4th Year,Snapchat,5.67,4.1,5.0,80.4,71.6,67.2,8.12,4-6h,1
S00334,Male,3rd Year,Instagram,4.01,3.57,6.76,83.9,75.1,78.5,9.2,4-6h,0
S00335,Female,4th Year,TikTok,7.65,3.32,7.84,81.3,56.6,57.0,8.64,6-8h,0
S00336,Male,2nd Year,YouTube,5.18,2.09,7.8,86.2,56.3,53.6,8.36,4-6h,0
S00337,Male,2nd Year,YouTube,3.68,0.84,7.92,94.1,69.5,75.1,8.93,2-4h,0
S00338,Male,3rd Year,Instagram,4.79,3.88,7.17,81.4,69.8,75.6,9.51,4-6h,0
S00339,Male,1st Year,YouTube,6.41,0.0,6.87,85.3,57.1,56.2,8.19,6-8h,1
S00340,Male,3rd Year,YouTube,4.26,2.75,6.33,86.0,67.7,62.2,9.09,4-6h,0
S00341,Female,4th Year,Instagram,3.69,4.74,8.18,77.9,89.7,83.5,9.5,2-4h,0
S00342,Female,1st Year,TikTok,6.04,3.19,7.47,83.2,78.8,69.6,8.38,6-8h,0
S00343,Male,1st Year,Snapchat,6.04,5.83,7.56,82.9,66.7,70.3,10.0,6-8h,0
S00344,Male,1st Year,Instagram,4.38,4.74,6.48,84.7,72.1,85.7,9.11,4-6h,0
S00345,Female,4th Year,Instagram,4.46,2.21,4.36,86.6,75.4,64.0,9.01,4-6h,0
S00346,Male,2nd Year,Twitter/X,6.01,2.95,8.35,85.1,72.8,66.4,9.22,6-8h,0
S00347,Male,2nd Year,Instagram,2.31,3.5,6.86,84.5,76.0,74.0,9.26,2-4h,0
S00348,Male,4th Year,WhatsApp,2.4,1.18,6.34,100.0,60.1,57.4,9.28,2-4h,0
S00349,Male,4th Year,TikTok,3.92,1.87,8.14,75.2,63.1,68.4,8.91,2-4h,0
S00350,Female,3rd Year,YouTube,5.03,2.24,6.56,78.4,63.5,64.5,8.18,4-6h,1
S00351,Female,3rd Year,Instagram,6.18,0.0,8.28,100.0,61.1,58.4,8.36,6-8h,0
S00352,Male,2nd Year,Instagram,8.75,2.49,7.32,70.7,75.3,63.1,8.07,8h+,1
S00353,Male,4th Year,Instagram,7.39,2.29,7.61,69.2,58.1,48.9,8.24,6-8h,1
S00354,Male,3rd Year,Instagram,5.15,0.55,5.28,92.8,54.2,53.9,7.96,4-6h,1
S00355,Male,4th Year,TikTok,5.46,3.61,8.58,64.3,70.1,61.9,9.32,4-6h,0
S00356,Other,4th Year,Instagram,3.29,4.47,7.67,85.3,85.7,78.5,10.0,2-4h,0
S00357,Female,2nd Year,TikTok,5.46,3.35,6.53,100.0,58.6,73.8,9.46,4-6h,0
S00358,Female,2nd Year,TikTok,4.86,2.63,7.28,70.3,80.8,66.2,9.26,4-6h,0
S00359,Female,4th Year,YouTube,6.21,3.76,4.58,64.3,68.7,58.1,8.52,6-8h,0
S00360,Female,1st Year,Instagram,3.68,4.35,7.8,72.2,70.5,69.8,8.99,2-4h,0
S00361,Female,1st Year,Instagram,6.64,3.26,5.49,92.6,55.0,77.0,8.5,6-8h,0
S00362,Male,4th Year,Instagram,8.87,1.16,4.74,92.2,63.2,66.2,8.41,8h+,0
S00363,Male,2nd Year,Snapchat,5.26,3.46,5.06,80.2,69.5,67.0,8.95,4-6h,0
S00364,Female,1st Year,YouTube,6.38,4.63,8.31,90.8,73.8,72.7,9.21,6-8h,0
S00365,Male,2nd Year,Snapchat,7.02,1.83,5.95,97.1,55.7,70.6,9.11,6-8h,0
S00366,Other,1st Year,YouTube,4.62,6.31,9.13,100.0,78.1,83.7,10.0,4-6h,0
S00367,Female,4th Year,YouTube,5.99,2.12,6.23,81.9,61.7,59.0,8.3,4-6h,1
S00368,Female,3rd Year,TikTok,5.53,3.04,4.78,62.0,68.4,53.7,8.27,4-6h,1
S00369,Male,3rd Year,TikTok,5.71,1.95,5.52,76.5,60.2,51.1,8.78,4-6h,0
S00370,Female,2nd Year,Instagram,3.8,3.64,8.86,82.8,61.8,74.7,9.68,2-4h,0
S00371,Male,2nd Year,Instagram,5.55,0.38,6.79,82.3,83.0,49.8,8.6,4-6h,0
S00372,Other,1st Year,TikTok,6.6,1.98,6.12,81.8,53.2,59.0,9.26,6-8h,0
S00373,Male,4th Year,YouTube,8.69,0.79,6.73,92.4,58.2,53.6,8.9,8h+,0
S00374,Female,1st Year,YouTube,7.61,2.82,7.34,95.2,50.6,62.8,8.96,6-8h,0
S00375,Female,4th Year,TikTok,10.24,3.64,7.74,77.6,46.5,58.1,8.1,8h+,1
S00376,Male,4th Year,YouTube,3.81,4.27,9.14,98.0,76.7,82.8,9.04,2-4h,0
S00377,Male,2nd Year,TikTok,7.42,0.0,6.24,86.3,58.0,54.8,7.95,6-8h,1
S00378,Other,3rd Year,TikTok,5.9,5.99,5.22,85.2,87.4,77.1,9.59,4-6h,0
S00379,Male,3rd Year,Snapchat,10.32,2.58,5.74,88.3,62.4,60.5,9.0,8h+,0
S00380,Female,2nd Year,TikTok,3.72,2.16,7.61,87.9,68.6,73.0,9.15,2-4h,0
S00381,Male,3rd Year,TikTok,3.65,3.57,6.02,100.0,66.5,80.7,9.76,2-4h,0
S00382,Female,2nd Year,TikTok,4.18,3.5,5.95,72.2,85.0,75.8,8.84,4-6h,0
S00383,Female,1st Year,Twitter/X,0.83,2.84,8.15,85.5,84.5,71.8,9.68,<2h,0
S00384,Male,4th Year,YouTube,4.34,3.51,7.11,85.1,62.7,69.9,9.47,4-6h,0
S00385,Male,3rd Year,YouTube,3.83,2.39,7.29,91.4,70.6,81.5,8.27,2-4h,1
S00386,Female,3rd Year,Snapchat,5.83,2.33,5.96,97.3,67.7,64.9,8.65,4-6h,0
S00387,Male,1st Year,TikTok,6.25,1.84,6.59,83.9,61.5,43.4,8.93,6-8h,0
S00388,Male,1st Year,Instagram,9.63,0.11,5.18,65.8,59.2,37.0,7.75,8h+,1
S00389,Female,3rd Year,Twitter/X,7.59,2.84,7.84,90.9,71.5,67.0,8.28,6-8h,1
S00390,Male,3rd Year,Instagram,4.23,4.11,8.54,94.1,73.2,64.8,8.42,4-6h,0
S00391,Male,2nd Year,Snapchat,3.52,4.13,4.9,68.0,73.8,76.8,8.89,2-4h,0
S00392,Female,2nd Year,Snapchat,6.58,4.04,5.63,83.7,82.2,63.8,8.85,6-8h,0
S00393,Male,3rd Year,WhatsApp,2.6,4.01,5.49,72.6,84.8,74.3,8.85,2-4h,0
S00394,Male,2nd Year,Instagram,9.53,1.48,5.55,73.5,57.9,46.1,8.05,8h+,1
S00395,Male,1st Year,TikTok,8.09,3.79,6.5,72.9,53.8,54.3,8.79,8h+,0
S00396,Female,4th Year,YouTube,4.47,1.15,5.27,94.3,68.2,55.5,8.97,4-6h,0
S00397,Female,2nd Year,YouTube,1.73,2.33,6.37,90.7,79.5,67.7,8.27,<2h,1
S00398,Female,4th Year,Instagram,8.48,1.02,5.25,68.6,35.8,52.1,7.43,8h+,1
S00399,Male,2nd Year,TikTok,5.25,4.67,7.31,94.1,76.6,78.3,9.19,4-6h,0
S00400,Male,3rd Year,YouTube,8.22,3.92,6.68,67.4,63.6,57.8,8.84,8h+,0
S00401,Male,2nd Year,Instagram,1.99,4.36,6.59,92.5,77.7,77.2,9.77,<2h,0
S00402,Male,4th Year,TikTok,4.18,4.85,7.43,78.4,69.8,84.8,9.5,4-6h,0
S00403,Female,4th Year,Snapchat,5.51,1.68,6.29,81.3,63.9,68.6,8.43,4-6h,0
S00404,Male,3rd Year,Snapchat,5.6,3.5,6.63,89.9,81.6,78.1,8.88,4-6h,0
S00405,Male,4th Year,Twitter/X,4.51,2.99,9.32,91.4,67.3,78.3,8.9,4-6h,0
S00406,Male,3rd Year,YouTube,6.87,4.02,8.54,96.7,77.4,77.4,9.46,6-8h,0
S00407,Female,3rd Year,WhatsApp,3.15,3.25,5.66,87.0,67.6,65.1,8.8,2-4h,0
S00408,Female,4th Year,Twitter/X,5.19,2.48,8.13,88.4,74.2,67.5,9.28,4-6h,0
S00409,Female,1st Year,YouTube,5.76,3.76,8.02,80.3,70.9,66.9,9.11,4-6h,0
S00410,Female,4th Year,Instagram,6.63,4.11,5.34,85.5,73.2,57.4,8.87,6-8h,0
S00411,Female,4th Year,YouTube,7.07,1.72,7.83,87.5,62.5,67.4,8.33,6-8h,1
S00412,Male,2nd Year,YouTube,3.03,3.35,9.37,87.0,79.7,74.5,8.84,2-4h,0
S00413,Male,4th Year,TikTok,2.12,2.02,6.05,71.0,51.7,71.9,8.63,2-4h,0
S00414,Female,2nd Year,TikTok,8.31,0.0,5.39,84.9,43.7,51.7,7.81,8h+,1
S00415,Female,2nd Year,Snapchat,6.23,3.17,8.21,87.8,71.6,73.3,7.99,6-8h,1
S00416,Female,4th Year,TikTok,3.85,4.21,7.6,80.2,59.3,79.9,9.18,2-4h,0
S00417,Female,3rd Year,Instagram,8.91,2.78,7.21,68.1,58.0,51.7,8.69,8h+,0
S00418,Female,1st Year,Twitter/X,5.75,0.03,7.4,99.5,59.3,70.2,8.74,4-6h,0
S00419,Female,4th Year,YouTube,8.09,2.01,7.12,86.8,54.8,59.3,8.29,8h+,1
S00420,Female,4th Year,WhatsApp,5.65,0.0,5.25,82.5,54.3,52.7,8.27,4-6h,1
S00421,Female,3rd Year,Instagram,10.03,4.24,7.68,68.2,66.8,56.6,8.26,8h+,1
S00422,Male,2nd Year,WhatsApp,9.36,0.68,7.94,72.1,63.3,41.8,8.09,8h+,1
S00423,Female,3rd Year,Instagram,4.95,4.98,6.78,98.7,68.4,84.7,10.0,4-6h,0
S00424,Female,3rd Year,Instagram,7.64,4.03,6.62,83.8,63.8,68.8,9.2,6-8h,0
S00425,Male,2nd Year,Instagram,6.92,1.39,4.8,77.8,55.9,47.7,8.47,6-8h,0
S00426,Female,4th Year,TikTok,8.51,0.76,7.22,86.5,37.6,44.0,7.97,8h+,1
S00427,Female,3rd Year,Twitter/X,3.38,3.91,8.06,79.4,76.8,68.6,9.59,2-4h,0
S00428,Male,3rd Year,YouTube,7.01,1.46,6.69,98.2,69.2,68.7,7.93,6-8h,1
S00429,Female,4th Year,WhatsApp,7.83,2.73,8.11,95.7,72.2,63.4,8.7,6-8h,0
S00430,Male,4th Year,TikTok,1.63,2.97,7.15,85.0,69.0,73.8,9.54,<2h,0
S00431,Female,1st Year,TikTok,2.9,0.8,8.12,81.8,57.2,72.7,9.09,2-4h,0
S00432,Female,3rd Year,Twitter/X,1.01,0.46,6.35,64.2,69.7,51.6,8.95,<2h,0
S00433,Male,1st Year,YouTube,4.91,3.45,7.06,70.9,78.1,62.7,9.04,4-6h,0
S00434,Male,2nd Year,YouTube,7.08,1.87,6.54,69.7,64.1,49.9,8.3,6-8h,1
S00435,Female,4th Year,Twitter/X,8.81,1.58,6.8,82.4,61.2,63.6,8.48,8h+,0
S00436,Male,4th Year,Twitter/X,5.66,4.01,6.5,81.5,81.0,82.4,8.63,4-6h,0
S00437,Male,1st Year,WhatsApp,9.08,4.12,6.29,67.2,60.1,64.0,8.2,8h+,1
S00438,Female,3rd Year,Twitter/X,2.46,3.14,8.53,85.8,73.2,81.9,9.36,2-4h,0
S00439,Male,2nd Year,Instagram,1.75,3.16,6.99,94.6,89.4,75.6,9.49,<2h,0
S00440,Male,3rd Year,Snapchat,5.38,3.77,4.93,90.4,70.1,81.9,8.27,4-6h,1
S00441,Female,3rd Year,YouTube,6.34,0.81,9.15,65.0,50.9,55.3,8.53,6-8h,0
S00442,Female,1st Year,WhatsApp,5.43,3.35,8.81,83.8,64.9,77.2,9.38,4-6h,0
S00443,Female,3rd Year,YouTube,0.95,4.65,6.0,76.6,74.7,79.9,9.52,<2h,0
S00444,Female,1st Year,TikTok,5.3,4.06,7.93,94.3,75.5,75.7,10.0,4-6h,0
S00445,Male,4th Year,TikTok,2.63,0.61,6.78,96.3,59.9,76.0,8.6,2-4h,0
S00446,Male,4th Year,YouTube,6.97,1.59,7.12,74.3,64.4,58.9,8.27,6-8h,1
S00447,Male,4th Year,Instagram,6.31,1.54,7.26,76.4,57.4,66.3,8.31,6-8h,1
S00448,Female,2nd Year,Twitter/X,3.43,3.52,7.01,82.9,57.4,75.4,9.17,2-4h,0
S00449,Female,2nd Year,Snapchat,4.37,3.92,6.15,63.8,76.4,61.7,8.8,4-6h,0
S00450,Female,3rd Year,Instagram,3.17,5.66,6.45,91.2,82.5,82.2,9.1,2-4h,0
S00451,Female,1st Year,Snapchat,5.36,2.28,5.83,82.4,71.3,63.1,8.48,4-6h,0
S00452,Female,3rd Year,TikTok,7.6,1.88,5.6,92.2,56.6,55.0,8.41,6-8h,0
S00453,Male,4th Year,YouTube,3.33,5.11,7.24,76.6,73.1,73.1,9.94,2-4h,0
S00454,Male,3rd Year,Instagram,6.61,3.25,5.9,77.5,71.1,70.2,9.56,6-8h,0
S00455,Male,3rd Year,Twitter/X,4.33,5.11,8.06,71.3,89.7,74.1,9.86,4-6h,0
S00456,Male,3rd Year,TikTok,3.76,3.75,9.2,77.1,74.6,76.6,8.93,2-4h,0
S00457,Female,4th Year,TikTok,5.26,1.31,6.28,73.5,67.8,58.1,8.17,4-6h,1
S00458,Male,1st Year,TikTok,3.22,1.41,7.65,97.7,65.9,66.7,8.94,2-4h,0
S00459,Female,3rd Year,Instagram,4.28,0.89,7.83,79.5,52.6,69.2,9.34,4-6h,0
S00460,Female,4th Year,YouTube,2.86,4.47,8.01,89.4,86.0,76.0,9.48,2-4h,0
S00461,Male,2nd Year,Instagram,9.82,4.0,6.45,76.0,71.6,61.9,7.95,8h+,1
S00462,Male,1st Year,Instagram,5.58,5.76,7.95,72.2,82.9,79.3,9.1,4-6h,0
S00463,Male,4th Year,TikTok,3.96,4.54,7.86,85.2,75.0,79.0,9.68,2-4h,0
S00464,Male,3rd Year,Twitter/X,5.97,4.66,5.32,90.4,78.0,65.9,9.4,4-6h,0
S00465,Female,4th Year,YouTube,5.25,2.17,8.17,73.2,74.2,68.2,8.66,4-6h,0
S00466,Male,1st Year,Instagram,5.01,1.35,8.23,93.7,78.0,70.5,9.07,4-6h,0
S00467,Female,3rd Year,TikTok,6.85,4.03,5.81,74.9,77.7,61.1,7.85,6-8h,1
S00468,Female,2nd Year,Twitter/X,7.17,3.33,6.8,78.2,67.6,68.0,8.75,6-8h,0
S00469,Female,2nd Year,Snapchat,4.33,3.37,8.06,91.7,61.8,77.9,9.55,4-6h,0
S00470,Female,2nd Year,Twitter/X,4.23,3.81,6.92,79.9,75.1,64.8,8.8,4-6h,0
S00471,Male,4th Year,TikTok,4.89,3.59,8.49,86.1,74.0,69.3,8.8,4-6h,0
S00472,Male,1st Year,Snapchat,0.5,5.83,10.0,87.9,92.2,100.0,9.38,<2h,0
S00473,Male,2nd Year,Instagram,2.17,5.54,6.48,90.3,93.6,88.8,10.0,2-4h,0
S00474,Male,3rd Year,YouTube,8.51,3.28,4.75,57.6,63.8,48.2,7.98,8h+,1
S00475,Female,3rd Year,YouTube,9.12,3.62,6.85,62.4,81.2,51.4,8.52,8h+,0
S00476,Female,3rd Year,TikTok,4.95,3.87,8.02,91.8,58.6,73.5,9.46,4-6h,0
S00477,Male,4th Year,WhatsApp,6.77,2.08,6.51,93.8,67.4,60.6,9.3,6-8h,0
S00478,Male,1st Year,Twitter/X,6.18,4.01,8.79,75.1,64.5,65.8,8.95,6-8h,0
S00479,Male,1st Year,Instagram,12.27,0.0,4.24,74.4,32.6,23.2,7.15,8h+,1
S00480,Female,2nd Year,Instagram,7.96,4.14,7.53,85.0,66.5,75.8,8.92,6-8h,0
S00481,Female,1st Year,YouTube,5.22,1.26,6.25,92.3,52.7,67.6,9.18,4-6h,0
S00482,Female,3rd Year,YouTube,3.4,3.81,9.55,67.2,74.0,66.7,9.16,2-4h,0
S00483,Female,3rd Year,TikTok,1.97,2.37,10.0,80.4,73.8,76.2,8.88,<2h,0
S00484,Male,4th Year,Twitter/X,5.95,3.75,5.94,81.1,79.5,62.3,8.29,4-6h,1
S00485,Male,3rd Year,WhatsApp,3.84,3.25,6.54,94.0,60.8,72.9,8.72,2-4h,0
S00486,Male,1st Year,TikTok,2.37,1.17,8.59,100.0,76.5,70.8,9.47,2-4h,0
S00487,Male,3rd Year,Snapchat,4.08,3.89,6.71,84.4,75.1,71.7,9.06,4-6h,0
S00488,Female,2nd Year,TikTok,3.12,2.56,7.3,73.8,80.3,79.9,8.72,2-4h,0
S00489,Female,4th Year,Instagram,9.21,3.65,6.48,84.6,60.9,60.0,8.29,8h+,1
S00490,Female,4th Year,TikTok,7.44,2.65,4.21,95.9,53.9,56.8,8.61,6-8h,0
S00491,Female,1st Year,TikTok,5.48,3.6,6.98,86.1,61.2,66.5,8.9,4-6h,0
S00492,Male,3rd Year,Snapchat,8.76,0.98,5.61,72.0,46.8,52.7,7.87,8h+,1
S00493,Male,3rd Year,Instagram,5.67,2.09,6.33,94.4,69.9,55.4,9.31,4-6h,0
S00494,Female,1st Year,YouTube,3.61,2.65,9.16,93.9,83.3,71.6,9.86,2-4h,0
S00495,Female,1st Year,YouTube,8.85,3.68,4.86,70.7,60.6,65.6,7.8,8h+,1
S00496,Male,2nd Year,WhatsApp,6.69,5.3,7.88,87.4,78.9,79.5,9.41,6-8h,0
S00497,Female,1st Year,YouTube,3.22,2.2,6.98,97.7,58.6,73.9,8.83,2-4h,0
S00498,Female,3rd Year,Snapchat,5.08,4.69,6.7,97.3,76.4,92.5,9.25,4-6h,0
S00499,Male,2nd Year,Snapchat,3.57,0.09,8.32,86.6,69.2,62.7,8.79,2-4h,0
S00500,Female,4th Year,Instagram,2.46,1.76,7.9,85.1,59.3,65.6,8.96,2-4h,0
S00501,Male,3rd Year,TikTok,7.54,1.2,7.44,94.8,58.4,57.7,8.54,6-8h,0
S00502,Female,4th Year,Twitter/X,9.7,0.22,7.63,67.9,58.9,36.1,8.09,8h+,1
S00503,Female,4th Year,YouTube,2.42,1.18,7.03,93.1,45.7,76.0,9.11,2-4h,0
S00504,Other,4th Year,WhatsApp,6.74,3.4,6.02,69.8,78.7,64.7,8.41,6-8h,0
S00505,Male,3rd Year,Instagram,4.07,2.94,5.8,97.4,74.3,79.2,8.85,4-6h,0
S00506,Male,4th Year,Instagram,4.43,3.76,6.09,83.7,79.0,79.1,8.51,4-6h,0
S00507,Male,3rd Year,Twitter/X,4.2,4.27,10.0,99.2,72.0,82.6,9.22,4-6h,0
S00508,Male,4th Year,Twitter/X,3.6,3.74,8.9,92.2,61.0,74.5,10.0,2-4h,0
S00509,Female,1st Year,WhatsApp,5.61,3.97,5.23,72.6,76.1,65.5,8.56,4-6h,0
S00510,Female,1st Year,TikTok,3.67,3.22,5.56,100.0,72.4,69.8,8.72,2-4h,0
S00511,Male,3rd Year,WhatsApp,6.1,1.11,7.54,99.8,62.6,64.6,8.83,6-8h,0
S00512,Male,4th Year,Snapchat,5.39,4.61,7.73,94.0,82.8,86.0,9.28,4-6h,0
S00513,Male,4th Year,Twitter/X,4.97,2.21,7.79,78.0,73.8,63.6,8.71,4-6h,0
S00514,Male,4th Year,TikTok,3.5,1.96,6.97,84.3,84.9,67.9,9.47,2-4h,0
S00515,Male,1st Year,YouTube,4.23,2.96,7.03,88.0,72.5,70.7,9.29,4-6h,0
S00516,Male,4th Year,WhatsApp,7.16,1.33,7.18,76.0,55.6,59.5,8.16,6-8h,1
S00517,Female,4th Year,YouTube,6.6,2.18,6.95,100.0,63.1,62.5,8.63,6-8h,0
S00518,Male,3rd Year,TikTok,3.35,3.9,4.44,89.0,79.0,60.6,8.99,2-4h,0
S00519,Female,4th Year,YouTube,5.72,3.48,6.67,57.7,78.3,63.9,9.04,4-6h,0
S00520,Female,1st Year,TikTok,7.15,1.36,5.65,86.4,49.5,61.6,8.22,6-8h,1
S00521,Male,4th Year,YouTube,1.83,2.93,7.78,85.9,75.6,79.2,8.62,<2h,0
S00522,Female,1st Year,Instagram,6.7,4.4,10.0,82.8,84.0,71.9,9.12,6-8h,0
S00523,Female,1st Year,Twitter/X,4.04,4.01,7.7,83.1,72.8,69.1,8.64,4-6h,0
S00524,Female,2nd Year,YouTube,6.76,5.89,6.4,91.6,82.9,82.5,10.0,6-8h,0
